Item No	Item Description	Inventory UoM	catno	stkmaintain	active	Warehouse	MIN	MAX	ROL	ROQ	LT	SHP
MTELC0001510	ELECTRICAL - PROXIMITY SENCER INDUCTIVE SWITCH NBNS-F7/EO	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001511	ELECTRICAL - PROXIMITY SENCER SWITCH CONPACTLESS -PNP OUTPUT CSI-FS-30-VDC	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001512	ELECTRICAL - PROXIMITY SENCER SWITCH TL/OS MC 2LZ 10-30 VDC	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001517	ELECTRICAL - ROUND BLOCK	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001518	ELECTRICAL - SERAMIC HOLDER E40	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001519	ELECTRICAL - SMORK SENSER DC 224V VICIBAL LENGTH 100M	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001525	ELECTRICAL - TECHOMETER DH -670 (0-1800RANGE)10VDC	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001528	ELECTRICAL - THERMAL OVERLOAD RELAY 12A-18A	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001529	ELECTRICAL - THERMAL OVERLOAD RELAY 1A-1.6A(SEMON BOILER)	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001530	ELECTRICAL - THERMAL OVERLOAD RELAY 2.5-4A (SEMON BOILER)	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001531	ELECTRICAL - THERMAL OVERLOAD RELAY 8-12.5A (SEMON BOILER)	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001532	ELECTRICAL - THERMAL OVERLOAD RELAY SEAMON - BOILER PANEL	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001533	ELECTRICAL - THERMORE COUPLE BOILER (70312-18TR)THERMEX (PT000)	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001534	ELECTRICAL - TIMER AUTONIKS (AI11DM)(RANGE 0-10MINTS) 11PIN ROUND	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001535	ELECTRICAL - TOCEL SWITCH (1CCD2)16A 230V (COATING HOST)	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001536	ELECTRICAL - TRANSFORMER 230V 1A 18X2V	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001537	ELECTRICAL - WALL MOUNTED LAMP	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001594	"ELECTRICAL - CHANGE OVER SWITCH 32A ,415V"	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001597	ELECTRICAL -INDUSTRIAL TYPE EXHAUST FAN 1’X1’	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001609	ELECTRICAL -POWER EXTENSION  WIRE CODE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001632	"""""ELECTRICAL -LENGTH COUNTERSENSOR TYPE NPN,230VAC-MULTI SPAN-MMC 2046"""	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001651	ELETRICAL - TUBE LIGHT	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001652	ELETRICAL - TUBE LIGHT 	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001655	ELETRICAL - 13A PLUG TOP	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001672	ELETRICAL - THERMAL OVERLOARD RELAY 9-13 AMP LS 40AF	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001673	ELETRICAL - HIGH BAY LIGHT SHADE Ø345MMX270MM HIGHT(WITHOUT LIGHT)	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001675	ELETRICAL - METEL ENCLOSER 4P  125X175X62.5MM	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001676	ELETRICAL - M.C.B 4P 10A	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001999	ELECTRICAL - THERMAL OVER LOAD RELAY AMPIERANGE 22 - 32A 3 POLE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002006	ELECTRICAL - HOUR Meter AUTONICS LE8N - BN -01 	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002007	ELECTRICAL - TIMER  AUTONICS AT85DN	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002010	ELECTRICAL - PRESSURE CONTROL HLP 110	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002011	ELECTRICAL - CONTACTER 9A	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002012	ELECTRICAL - SOLANIDE VALVE TSG - 2BZA	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002013	ELECTRICAL - RPM METER (0-1800) DH 670	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002014	ELECTRICAL - DC VALT METER (0 - 40) TAIFA TA 60	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002015	ELECTRICAL - TIMER AUTONICS LD09	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002018	ELECTRICAL - NEWTEN METER (0-60)	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0002019	ELECTRICAL -  LENGTH COUNTERSENSOR  VAC/N - 489A	NOS	4	1	1	1	0	0	0	0	7	30
MTFUL0001205	FUEL & LUBRICANT- DIESEL	Lts	5	1	1	2	1500	6600	1500	6600	7	30
MTFUL0001206	FUEL & LUBRICANT- DIESAL ENGINE OIL DS40	Lts	5	1	1	2	20	140	40	100	7	30
MTFUL0001207	FUEL & LUBRICANT- HYDROLIC OIL HD68	Lts	5	1	1	2	20	60	30	40	7	30
MTFUL0001208	FUEL & LUBRICANT- KEROSINE OIL	Lts	5	1	1	2	60	200	80	200	7	30
MTFUL0001209	FUEL & LUBRICANT- PETROL ENGINE OIL SAE 40	Lts	5	1	1	2	10	40	20	30	7	30
MTFUL0001210	FUEL & LUBRICANT- GEAR OIL SAE 90	Lts	5	1	1	2	10	40	20	50	7	30
MTFUL0001211	FUEL & LUBRICANT- SUPER DIESAL	Lts	5	1	1	2	100	400	150	400	7	30
MTFUL0001556	FUEL & LUBRICANT- DS 10 OIL LTR 01	Lts	5	1	1	2	10	40	20	50	7	30
RRCAOOOO0016	CHEMICAL ACRYLIC  ETHYL ACETATE	Lts	5	1	1	2	75	200	75	200	7	30
RRCAOOOO0009	CHEMICAL ACRYLIC ISO PROFILE ALCOHOL(I.P.A)	Lts	5	1	1	2	100	200	125	200	7	30
RRCAOOOO0011	CHEMICAL ACRYLIC NORMAL PROFILE ALCOHOL(N.P.A)	Lts	5	1	1	2	100	200	125	200	7	30
RRCAOOOO0008	CHEMICAL ACRYLIC TOLUENE	Lts	5	1	1	2	50	200	75	200	7	30
MTGEN0000250	GENARAL -  CER CLIP   (ID) 55MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000251	GENARAL -  CER CLIP   (OD)  54MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000252	GENARAL -  CER CLIP   (OD) 2''	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000253	GENARAL -  CER CLIP   (OD) 58MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000254	GENARAL -  CER CLIP   (OD)20 MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000345	GENARAL - CER CLIP  EXTERNAL  21MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000346	GENARAL - CER CLIP  EXTERNAL  30 MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000347	GENARAL - CER CLIP  EXTERNAL  41 MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000348	GENARAL - CER CLIP  EXTERNAL  51 MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000349	GENARAL - CER CLIP  EXTERNAL  51 MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000350	GENARAL - CER CLIP  INTERRNAL  42 MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000351	GENARAL - CER CLIP  INTERRNAL  47 MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000352	GENARAL - CER CLIP  INTERRNAL  49 MM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000274	GENARAL -  HOSE CLIP  BAND TYPE  1 1/2''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000275	GENARAL -  HOSE CLIP  BAND TYPE  15MM-10MM	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000276	GENARAL -  HOSE CLIP  BAND TYPE  16 MM-25 MM	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000277	GENARAL -  HOSE CLIP  BAND TYPE  18 MM-38MM	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000278	GENARAL -  HOSE CLIP  BAND TYPE  2''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000279	GENARAL -  HOSE CLIP  BAND TYPE  2 1/2''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000280	GENARAL -  HOSE CLIP  BAND TYPE  25 MM-20MM	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000281	GENARAL -  HOSE CLIP  BAND TYPE  3 ''	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000284	GENARAL -  HOSE CLIP  RING  TYPE  1''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000450	GENARAL - HOSE CLIP  WIRE TYPE 1 ''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000451	GENARAL - HOSE CLIP  WIRE TYPE 1  1/2''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000452	GENARAL - HOSE CLIP  WIRE TYPE 1/2 ''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000453	GENARAL - HOSE CLIP  WIRE TYPE 2 1/2''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000391	"GENARAL - FLEXBLE HOSE  BEDA SHOWER  1 1/2"""	NOS	6	1	1	3	2	5	3	2	7	30
MTGEN0000396	GENARAL - FLEXIBLE HOSE  AIR GUN 5 M	NOS	6	1	1	3	2	5	3	2	7	30
MTGEN0000445	GENARAL - HOSE  RUBBER  12 MM	FEET	6	1	1	3	100	200	105	95	7	30
MTGEN0000455	GENARAL - L ANGLE 1'' x 1'' x 2MM	NOS	6	1	1	3	3	10	4	6	7	30
MTGEN0000325	GENARAL - GI BARAL NIPAL  1/2 ''	NOS	6	1	1	3	8	15	9	6	7	30
MTGEN0000326	GENARAL - GI BAREL NIPAL  1 1/4''	NOS	6	1	1	3	8	15	9	6	7	30
MTGEN0000327	GENARAL - GI BARREL NIPAL  2 ''	NOS	6	1	1	3	6	12	7	5	7	30
MTGEN0000330	GENARAL - BEND  G I  1/2 ''	NOS	6	1	1	3	8	15	9	6	7	30
MTGEN0000331	GENARAL - BEND GI  1 ''	NOS	6	1	1	3	8	15	9	6	7	30
MTGEN0000335	GENARAL - BRAL NIPAL GI  1 1/2 ''	NOS	6	1	1	3	8	15	9	6	7	30
MTGEN0000398	GENARAL - G I CLIPS   1 ''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000399	GENARAL - G I CLIPS   2 ''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000400	GENARAL - G I CLIPS   3/4 ''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000401	GENARAL - G I UNION   1''	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000402	GENARAL - G I UNION   1 1/4 ''	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000403	GENARAL - G. I CLIP   3/4 ''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000404	GENARAL - G.I. BEND 1¼''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000405	GENARAL - G.I. BOX BAR 1'' X 1'' (2.0MM)	NOS	6	1	1	3	3	10	4	6	7	30
MTGEN0001402	"GENERAL - GI BALL VALE 1 1/2"""	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0001403	"GENERAL - GI BALL VALE 1 1/4"""	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0001404	"GENERAL - GI BALL VALE 1"""	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0001405	"GENERAL - GI BALL VALE 3/4"""	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0001406	"GENERAL - GI ELBOW 1/2"""	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0001407	GENERAL - GI REDUCER 50MMX40MM	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0001408	"GENERAL - GI TAP 1/2"""	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0001410	"GENERAL - GI UNION 3/4"""	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000408	GENARAL - GI BARAL NIPAL  1 1/2''	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0001584	"GENERAL - GI REDUCER-THRED TYPE 1""X 3/4"""	NOS	6	1	1	3	2	5	3	2	7	30
MTGEN0000356	GENARAL - CONDUT CLIP   1/2 ''	NOS	6	1	1	3	20	40	21	19	7	30
MTGEN0000357	GENARAL - CONDUT CLIP   3/4 ''	NOS	6	1	1	3	20	40	21	19	7	30
MTGEN0000358	GENARAL - CONDUT SCKET   20 MM	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000360	GENARAL - CONDUTE PIPE  1 ''	NOS	6	1	1	3	10	15	11	4	7	30
MTGEN0000388	GENARAL - FLAT IRON 1'' x ¼''	LENGTH	6	1	1	3	2	10	3	7	7	30
MTGEN0000643	GENARAL - THREAD BAR  10 MM	FEET	6	1	1	3	5	10	6	4	7	30
MTGEN0000644	GENARAL - THREAD BAR  16 MM	FEET	6	1	1	3	5	10	6	4	7	30
MTGEN0000361	GENARAL - CONDUTE PIPE  1/2 ''	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0001590	GENARAL -ANGLE IRON  25MM X25MM X3MM	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0001430	GENARAL -  CASTER WHEEL  NON ROTATABLE   4 '' X 2 ''	NOS	6	1	1	3	8	11	9	2	7	30
MTGEN0000363	GENARAL - CUTING WHEEL   100 X 0.8 X 16	NOS	6	1	1	3	10	25	11	14	7	30
MTGEN0000364	GENARAL - CUTING WHEEL   100 X 3 X 16	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000368	GENARAL - DOOR CLOSER	NOS	6	1	1	3	2	6	3	3	7	30
MTGEN0000369	GENARAL - DOOR LOCK	NOS	6	1	1	3	2	6	3	3	7	30
MTGEN0000371	GENARAL - DRILL BIT   10 MM (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000372	GENARAL - DRILL BIT   3/16 (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000373	GENARAL - DRILL BIT   5/32 (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000374	GENARAL - DRILL BIT   6 MM (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000375	GENARAL - DRILL BIT   7 MM (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000376	GENARAL - DRILL BIT   8MM (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000377	GENARAL - DRILL BIT  1/2 '' (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000378	GENARAL - DRILL BIT  1/8 '' (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000379	GENARAL - DRILL BIT  10.5 MM (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000380	GENARAL - DRILL BIT  12 MM (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000381	GENARAL - DRILL BIT  3/8 '' (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000382	GENARAL - DRILL BIT  5/16 '' (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000383	GENARAL - DRILL BIT  5/8 '' (H.S.S)	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000384	GENARAL - DRILL BIT CONCREET  14 MM (HILTI)	NOS	6	1	1	3	1	4	2	2	7	30
MTGEN0000385	GENARAL - EPIFIX GUM TUBE 500 G	NOS	6	1	1	3	2	4	3	1	7	30
MTGEN0000411	GENARAL - GRINDING WHEEL   100 X 6 X 16	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000417	GENARAL - HACKSAW BLADE  HIGH SPEED	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000598	GENARAL - SAND PAPER   P 100	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000599	GENARAL - SAND PAPER   P 120	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000600	GENARAL - SAND PAPER   P 1500	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000456	GENARAL - LOCK BIRD	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000458	GENARAL - MULTI PURPOSE GREASE 15KG	KG	6	1	1	3	1	3	2	1	7	30
MTGEN0000459	GENARAL - NAIL 2''	KG	6	1	1	3	1	2	2	0	7	30
MTGEN0000479	GENARAL - OIL HAND GUN	NOS	6	1	1	3	1	2	2	0	7	30
MTGEN0000480	GENARAL - PAD LOCK  1 1/2 ''	NOS	6	1	1	3	2	8	3	5	7	30
MTGEN0000481	GENARAL - PAD LOCK  1 1/4''	NOS	6	1	1	3	2	8	3	5	7	30
MTGEN0000482	GENARAL - PAD LOCK 1 ''	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000483	GENARAL - PAINT BRUSH  2 ''	NOS	6	1	1	3	3	10	4	6	7	30
MTGEN0000484	GENARAL - PAINT LUCOR ANTICORROSIVE   1L	LITER	6	1	1	3	1	6	2	4	7	30
MTGEN0000485	GENARAL - PAINTING BRUSH  1 ''	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000486	GENARAL - PAINTING BRUSH  2''	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000488	GENARAL - PAN HEAD SELF TAPPING SCREW  1 ''	NOS	6	1	1	3	25	50	26	24	7	30
MTGEN0000489	GENARAL - PANNAL PINS  3/4 ''	NOS	6	1	1	3	25	50	26	24	7	30
MTGEN0000496	GENARAL - POP REVETS   5/32 X 1/2	NOS	6	1	1	3	100	500	105	395	7	30
MTGEN0000497	GENARAL - PRIMER  OIL 1 L	LITER	6	1	1	3	1	5	2	3	7	30
MTGEN0000585	GENARAL - RIVETS BLIND 1/8 ''X 1/4 ''	NOS	6	1	1	3	100	500	105	395	7	30
MTGEN0000586	GENARAL - RIVETS BLIND 3/16'' X 1 ''	NOS	6	1	1	3	100	500	105	395	7	30
MTGEN0000587	GENARAL - ROLLER PLUG  10 MM	NOS	6	1	1	3	50	100	55	45	7	30
MTGEN0000588	GENARAL - ROLLER PLUG  6 MM	NOS	6	1	1	3	50	100	55	45	7	30
MTGEN0000589	GENARAL - ROOFING FASTNERS   1 ''	NOS	6	1	1	3	50	100	55	45	7	30
MTGEN0000590	GENARAL - ROOFING FASTNERS   2 ''	NOS	6	1	1	3	50	100	55	45	7	30
MTGEN0000608	GENARAL - SHAVING BLADE	PCKT	6	1	1	3	10	30	11	19	7	30
MTGEN0000610	GENARAL - SILICON TUBE CLEAR	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000611	GENARAL - SILVER PAINT	LITER	6	1	1	3	1	5	2	3	7	30
MTGEN0000636	GENARAL - TAP BATHROOM	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000638	GENARAL - TAP SET  BSP 1/8 ''	NOS	6	1	1	3	2	5	3	2	7	30
MTGEN0000639	GENARAL - TAPE  INSULATION	NOS	6	1	1	3	20	30	21	9	7	30
MTGEN0000640	GENARAL - TAPE  MEASURING  16 FT /5 M	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000641	GENARAL - TESSA MAUNTING TAPE	NOS	6	1	1	3	4	6	5	1	7	30
MTGEN0000642	GENARAL - THINNER	LETTER	6	1	1	3	4	10	5	5	7	30
MTGEN0000654	GENARAL - WALL PLAG   No 6 (FISHER)	NOS	6	1	1	3	25	50	26	24	7	30
MTGEN0000655	GENARAL - WALL PLUG   NO 7 (FISHER)	NOS	6	1	1	3	25	50	26	24	7	30
MTGEN0000656	GENARAL - WALL PLUG   NO 8 (FISHER)	NOS	6	1	1	3	25	50	26	24	7	30
MTGEN0000657	GENARAL - WALL PLUG  NO 6	NOS	6	1	1	3	25	50	26	24	7	30
MTGEN0001372	GENARAL - TAP SET 12MMX1.75MM	NOS	6	1	1	3	1	5	2	3	7	30
MTGEN0001373	GENARAL - TAP SET 4MMX0.7MM	NOS	6	1	1	3	1	5	2	3	7	30
MTGEN0001374	GENARAL - TAP SET 5MMX0.8MM	NOS	6	1	1	3	1	5	2	3	7	30
MTGEN0001375	GENARAL - TAP SET 6MMX1MM	NOS	6	1	1	3	1	5	2	3	7	30
MTGEN0001377	GENARAL - TOA SPRAY	NOS	6	1	1	3	2	6	3	3	7	30
MTGEN0001442	GENERAL - PAINT EMULSION MARBLE GRAY	LETTER	6	1	1	3	2	4	3	1	7	30
MTGEN0001446	"GENERAL - POPREVETS 1/16X1"""	NOS	6	1	1	3	100	500	105	395	7	30
MTGEN0001447	"GENERAL - POPREVETS 1/8X1"""	NOS	6	1	1	3	100	500	105	395	7	30
MTGEN0000666	GENARAL - WD 40	NOS	6	1	1	3	1	3	2	1	7	30
MTGEN0000667	GENARAL - WIRE BRUSH	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0000668	GENARAL -BATTERY WATER BOTTLE 1/2L	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000669	GENARAL -OIL PRIMMER - RED	LITER	6	1	1	3	2	10	3	7	7	30
MTGEN0000672	GENARAL -TINTAS NAIL 1''	KG	6	1	1	3	100	500	200	300	7	30
MTGEN0000675	GENARAL - CONTACT CLEARNER	NOS	6	1	1	3	1	2	2	0	7	30
MTGEN0000677	GENARAL - CUTTING WHEEL 355X3X25.4MM	NOS	6	1	1	3	10	25	11	14	7	30
MTGEN0000678	GENARAL - DRILL BIT 12.5MM (HSS)	NOS	6	1	1	3	2	5	3	2	7	30
MTGEN0000679	GENARAL - DRILL BIT 19MM (HSS)	NOS	6	1	1	3	1	2	2	0	7	30
MTGEN0000680	GENARAL - DRILL BIT 4.2MM (HSS)	NOS	6	1	1	3	3	6	4	2	7	30
MTGEN0000681	GENARAL - DRILL BIT 4.5MM (HSS)	NOS	6	1	1	3	3	6	4	2	7	30
MTGEN0001213	GENARAL - DRILL BIT 6MM CONCREAT	NOS	6	1	1	3	2	4	3	1	7	30
MTGEN0001214	GENARAL - DRILL BIT CONCREAT 10MM (HILTI)	NOS	6	1	1	3	2	4	3	1	7	30
MTGEN0001352	GENARAL - DRILL BIT CONCREAT 12MM (HILTI)	NOS	6	1	1	3	2	4	3	1	7	30
MTGEN0001353	GENARAL - DRILL BIT CONCREAT 16MM (HILTI)	NOS	6	1	1	3	2	4	3	1	7	30
MTGEN0001354	GENARAL - DRILL BIT CONCREAT 8MM	NOS	6	1	1	3	2	4	3	1	7	30
MTGEN0001355	GENARAL - GIGSAW BLADE METAL	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0001356	GENARAL - GIGSAW BLADE WOOD	NOS	6	1	1	3	5	10	6	4	7	30
MTGEN0001359	GENARAL - JB WELD	NOS	6	1	1	3	2	4	3	1	7	30
MTGEN0001361	"GENARAL - PAD LOCK 2"""	NOS	6	1	1	3	2	4	3	1	7	30
MTGEN0001412	GENERAL - GREASE	KG	6	1	1	3	15	30	16	14	7	30
MTGEN0001456	GENERAL - TERPANTINE	LITER	6	1	1	3	4	8	5	3	7	30
MTGEN0001457	"GENERAL - TINTUS NAIL 3/4"""	KG	6	1	1	3	100	500	200	300	7	30
MTGEN0001610	GENARAL - MULTIBOND  250ML (NO444)	NOS	6	1	1	3	2	5	3	2	7	30
MTGEN0001623	GENARAL - POP RIVET 3/16”X1/2”	NOS	6	1	1	3	100	500	101	399	7	30
MTGEN0001629	GENARAL - CUTTING WEEL 1MM 4’’	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0001576	GENERAL -3/16”X1¼” POP RIVET	NOS	6	1	1	3	100	500	101	399	7	30
MTGEN0001669	GENARAL - WATER SAND PAPER P-240	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0001670	GENARAL - CONCREAT NAIL 1½”	NOS	6	1	1	3	50	100	51	49	7	30
MTGEN0000318	GENARAL - ALLON KEY   3 MM	NOS	6	1	1	3	2	5	3	2	7	30
MTGEN0000319	GENARAL - ALLON KEY   4 MM	NOS	6	1	1	3	2	5	3	2	7	30
MTGEN0000293	GENARAL - 10 G WELDING ROD  - MS	PCKT	6	1	1	3	5	10	6	4	7	30
MTGEN0000295	GENARAL - 12 G WELDING ROD - MS	PCKT	6	1	1	3	5	10	6	4	7	30
MTGEN0000258	GENARAL -  CONCREAT NAILS   1	NOS	6	1	1	3	50	100	55	45	7	30
MTGEN0000259	GENARAL -  CONCREAT NAILS   2 ''	NOS	6	1	1	3	50	100	55	45	7	30
MTGEN0000354	GENARAL - CONCRET NEILS   1 1/2 ''	NOS	6	1	1	3	50	100	55	45	7	30
MTGEN0001392	"GENERAL - CASTER WHEEL ROTATABLE 4""X2"""	NOS	6	1	1	3	8	20	9	11	7	30
MTGEN0001393	"GENERAL - CASTER WHEEL ROTATABLE 5""X2"""	NOS	6	1	1	3	8	20	9	11	7	30
MTGEN0000343	GENARAL - CASTER WHEEL  NON ROTATERBLE  8 X 2	NOS	6	1	1	3	8	20	9	11	7	30
MTGEN0000297	GENARAL - AIR GUN	NOS	6	1	1	3	2	4	3	1	7	30
MTGEN0001577	GENERAL -HI BUILT LACQUER -IVORY GRAY COLOUR	LITER	6	1	1	3	2	5	3	2	7	30
MTGEN0000596	GENARAL - SAFTY GOGGLES  CLER	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000597	GENARAL - SAFTY SPECTERCLES	NOS	6	1	1	3	2	10	3	7	7	30
MTGEN0000580	GENARAL - PVC THREAD SEAL   1 ''	NOS	6	1	1	3	25	50	26	24	7	30
MTGEN0000626	GENARAL - SPRING WASHER   10 MM	NOS	6	1	1	3	20	50	21	29	7	30
MTGEN0000627	GENARAL - SPRING WASHER   12 MM	NOS	6	1	1	3	20	50	21	29	7	30
MTGEN0000628	GENARAL - SPRING WASHER   8 MM	NOS	6	1	1	3	20	50	21	29	7	30
MTGEN0000629	GENARAL - SPRING WASHER   6 MM	NOS	6	1	1	3	20	50	21	29	7	30
MTGEN0000631	GENARAL - STEEL BALL  5MM	NOS	6	1	1	3	20	50	21	29	7	30
MTGEN0000632	GENARAL - STEEL BALL  6MM	NOS	6	1	1	3	20	50	21	29	7	30
MTGEN0000658	GENARAL - FLAT WASHER 12 MM X 30 MM	NOS	6	1	1	3	25	75	26	49	7	30
MTGEN0000659	GENARAL - FLAT WASHER 19 MM X 34 MM	NOS	6	1	1	3	25	75	26	49	7	30
MTGEN0000660	GENARAL - FLAT WASHER 6 MM X 20 MM	NOS	6	1	1	3	25	75	26	49	7	30
MTGEN0000661	GENARAL - WASHER PLANE  13 MM X 41 MM	NOS	6	1	1	3	25	75	26	49	7	30
MTGEN0000662	GENARAL - WASHER SPRING 10 MM X 18 MM	NOS	6	1	1	3	25	75	26	49	7	30
MTGEN0000663	GENARAL - WATER SAND PAPER  P 100	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000664	GENARAL - WATER SAND PAPER  P 120	NOS	6	1	1	3	10	20	11	9	7	30
MTGEN0000665	GENARAL - WATER SAND PAPER  P 320	NOS	6	1	1	3	10	20	11	9	7	30
